Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
A Cabify e a BID Invest anunciam um financiamento de US$ 70 milhões , concedida pela entidade financeira à plataforma de mobilidade urbana .;BID Invest;ORG;anunciam um financiamento de;Cabify;LOC
O negócio faz parte de um movimento das seguradoras que atuam no país para fechar contratos que permitam usar os corretores umas das outras para alavancar as vendas , assim como fizeram a AIG e a Porto Seguro no fim do ano passado .;Porto Seguro;LOC;;AIG;ORG
Com a parceria , a Icatu acessará corretores da HDI para vender seguros de vida e de acidentes pessoais , uma base quase quatro vezes superior a sua própria , de 5 mil corretores .;Icatu;LOC;acessará corretores da;HDI;ORG
Gustavo Fosse , Diretor de Tecnologia do BB complementa que a combinação do uso de dados com IoT irá gerar oportunidades para produtos como seguros de automóveis , onde a tecnologia servirá para capturar de forma mais exata e personalizada o perfil e nivel de risco dos segurados .;BB;PER;Diretor de Tecnologia do ;Gustavo Fosse;PER
Vamos ter um portal bancário digital até o meio do ano e , para isso , devemos aprofundar nossa parceria com o Neon , disse o presidente-executivo do Banco Votorantim ,;Banco Votorantim;ORG;;Neon;LOC
O Guiabolso , por exemplo , também utiliza dados externos de birôs de crédito , como o SCPC Boa Vista , com quem tem uma parceria .;Guiabolso;MISC;utiliza dados externos de ;SCPC Boa Vista;MISC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Cabaceiras;LOC;;Organização das Cooperativas do Brasil;ORG
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Cabaceiras;LOC;;Mais Cooperativismo;MISC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Cabaceiras;LOC;no semiárido da;Paraíba;LOC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Cabaceiras;LOC;;Tereza Cristina;LOC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Organização das Cooperativas do Brasil;ORG;;Mais Cooperativismo;MISC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Organização das Cooperativas do Brasil;ORG;;Paraíba;LOC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Organização das Cooperativas do Brasil;ORG;;Tereza Cristina;LOC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Mais Cooperativismo;MISC;;Paraíba;LOC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Mais Cooperativismo;MISC;anunciou;Tereza Cristina;LOC
Em visita a Cabaceiras , no semiárido da Paraíba , o município onde chove menos em todo o país , a ministra da agricultura , Tereza Cristina , anunciou neste domingo que vai fortalecer os programas do ministério de incentivo às cooperativas com um novo sistema , o Mais Cooperativismo , em parceria com a Organização das Cooperativas do Brasil .;Paraíba;LOC;;Tereza Cristina;LOC
A Visa anuncia a expansão do programa 'Cidades do Futuro' para 200 cidades brasileiras .;Visa;LOC;anuncia a expansão do ;Cidades do Futuro;MISC
Um exemplo disso é a parceria com o Caminhão Serasa Itinerante , que levará para 40 cidades brasileiras serviços como : consulta do CPF , conhecer e entender a pontuação de crédito com o Serasa Score , simular e/ou contratar empréstimos no comparador de crédito online Serasa eCred e acesso a renegociações de dívidas atrasadas e/ou negativadas com empresas parceiras do Serasa Limpa Nome Online .;Serasa eCred;MISC;;Serasa Score;ORG
Um exemplo disso é a parceria com o Caminhão Serasa Itinerante , que levará para 40 cidades brasileiras serviços como : consulta do CPF , conhecer e entender a pontuação de crédito com o Serasa Score , simular e/ou contratar empréstimos no comparador de crédito online Serasa eCred e acesso a renegociações de dívidas atrasadas e/ou negativadas com empresas parceiras do Serasa Limpa Nome Online .;Serasa eCred;MISC;;Caminhão Serasa Itinerante;ORG
Um exemplo disso é a parceria com o Caminhão Serasa Itinerante , que levará para 40 cidades brasileiras serviços como : consulta do CPF , conhecer e entender a pontuação de crédito com o Serasa Score , simular e/ou contratar empréstimos no comparador de crédito online Serasa eCred e acesso a renegociações de dívidas atrasadas e/ou negativadas com empresas parceiras do Serasa Limpa Nome Online .;Serasa eCred;MISC;;Serasa Limpa Nome Online;MISC
Um exemplo disso é a parceria com o Caminhão Serasa Itinerante , que levará para 40 cidades brasileiras serviços como : consulta do CPF , conhecer e entender a pontuação de crédito com o Serasa Score , simular e/ou contratar empréstimos no comparador de crédito online Serasa eCred e acesso a renegociações de dívidas atrasadas e/ou negativadas com empresas parceiras do Serasa Limpa Nome Online .;Serasa Score;ORG;;Caminhão Serasa Itinerante;ORG
Um exemplo disso é a parceria com o Caminhão Serasa Itinerante , que levará para 40 cidades brasileiras serviços como : consulta do CPF , conhecer e entender a pontuação de crédito com o Serasa Score , simular e/ou contratar empréstimos no comparador de crédito online Serasa eCred e acesso a renegociações de dívidas atrasadas e/ou negativadas com empresas parceiras do Serasa Limpa Nome Online .;Serasa Score;ORG;;Serasa Limpa Nome Online;MISC
Um exemplo disso é a parceria com o Caminhão Serasa Itinerante , que levará para 40 cidades brasileiras serviços como : consulta do CPF , conhecer e entender a pontuação de crédito com o Serasa Score , simular e/ou contratar empréstimos no comparador de crédito online Serasa eCred e acesso a renegociações de dívidas atrasadas e/ou negativadas com empresas parceiras do Serasa Limpa Nome Online .;Caminhão Serasa Itinerante;ORG;;Serasa Limpa Nome Online;MISC
A ideia de montar o espaço , inspirado nas americanas Rocket Space e Plug & Play , veio da necessidade de abrigar em um mesmo local os principais players do setor , afirma Gustavo .;Rocket Space;PER;;Gustavo;PER
A ideia de montar o espaço , inspirado nas americanas Rocket Space e Plug & Play , veio da necessidade de abrigar em um mesmo local os principais players do setor , afirma Gustavo .;Rocket Space;PER;;Plug & Play;ORG
A ideia de montar o espaço , inspirado nas americanas Rocket Space e Plug & Play , veio da necessidade de abrigar em um mesmo local os principais players do setor , afirma Gustavo .;Gustavo;PER;;Plug & Play;ORG
Banco Hyundai , que terá como sócios a própria montadora sul-coreana e a Aymoré , braço de financiamento pessoal e de veículos do Santander Brasil .;Santander Brasil;ORG;braço de financiamento pessoal e de veículos do;Aymoré;ORG
Banco Hyundai , que terá como sócios a própria montadora sul-coreana e a Aymoré , braço de financiamento pessoal e de veículos do Santander Brasil .;Santander Brasil;ORG;;Banco Hyundai;ORG
Banco Hyundai , que terá como sócios a própria montadora sul-coreana e a Aymoré , braço de financiamento pessoal e de veículos do Santander Brasil .;Aymoré;ORG;;Banco Hyundai;ORG
Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe .;América Latina;LOC;;Mercado Pago;PER
Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe .;América Latina;LOC;;Caribe;LOC
Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe .;América Latina;LOC;;Mastercard;LOC
Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe .;Mercado Pago;PER;;Caribe;LOC
Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe .;Mercado Pago;PER;anunciaram na última semana um novo acordo;Mastercard;LOC
Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe .;Caribe;LOC;;Mastercard;LOC
A organização será da Shawee e a maratona será realizada na sede do Nubank , em São Paulo , entre os dias 16 e 17 de março .;Shawee;MISC;;Nubank;LOC
A organização será da Shawee e a maratona será realizada na sede do Nubank , em São Paulo , entre os dias 16 e 17 de março .;Shawee;MISC;;São Paulo;LOC
A organização será da Shawee e a maratona será realizada na sede do Nubank , em São Paulo , entre os dias 16 e 17 de março .;Nubank;LOC;em;São Paulo;LOC
A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo .;CAIXA;ORG;;Elo;MISC
A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo .;CAIXA;ORG;;Visa;MISC
A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo .;CAIXA;ORG;;Mastercard;PER
A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo .;Elo;MISC;;Visa;MISC
A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo .;Elo;MISC;;Mastercard;PER
A CAIXA também oferece 50% de desconto para a primeira anuidade dos cartões Visa , Mastercard e Elo .;Visa;MISC;;Mastercard;PER
A partir do dia 08 de março (sexta-feira) , em parceria com a empresa de consultoria Empreendedorismo Rosa , a CAIXA disponibilizará acesso a diversos conteúdos exclusivos sobre empoderamento e empreendedorismo feminino às clientes que sejam dirigentes ou sócias majoritárias de empresas com conta no banco .;CAIXA;ORG;em parceria com ;Empreendedorismo Rosa;PER
